0.019861	0.019086	0.019475	0.019433	0.019724	0.018872	0.01923	0.019201	0.018639	0.019241	0.019526	0.019284
0.176066	0.176779	0.176236	0.175318	0.176452	0.175453	0.175836	0.176157	0.175492	0.176622	0.176123	0.17722
0.228751	0.229615	0.228627	0.227984	0.228761	0.22859	0.228879	0.22916	0.227743	0.229226	0.228145	0.229274
0.124189	0.124668	0.124208	0.123485	0.124112	0.124171	0.124096	0.124547	0.123734	0.124493	0.1241	0.124579
0.106871	0.107651	0.10734	0.106374	0.107054	0.106999	0.107263	0.107151	0.1065	0.107354	0.106758	0.107135
0.185071	0.185481	0.185519	0.184003	0.185373	0.184935	0.185005	0.185444	0.184845	0.185863	0.184557	0.186053
0.068724	0.069201	0.069041	0.068508	0.068678	0.068404	0.06901	0.06885	0.068323	0.06915	0.068855	0.068975
-0.155108	-0.156093	-0.155264	-0.155039	-0.154854	-0.155864	-0.155843	-0.155545	-0.155051	-0.155272	-0.154973	-0.155384
0.171481	0.171763	0.171609	0.17067	0.171041	0.171443	0.171225	0.171654	0.170743	0.172123	0.171253	0.172089
0.238645	0.239234	0.23875	0.237083	0.238462	0.238248	0.238227	0.238365	0.23744	0.238842	0.238188	0.239348
0.20824	0.2094	0.208878	0.207726	0.20848	0.208709	0.208955	0.208688	0.207678	0.20887	0.208574	0.209358
0.027562	0.027951	0.027744	0.027704	0.027647	0.027883	0.027693	0.028202	0.028247	0.028113	0.027807	0.028071
-0.004792	-0.004865	-0.00496	-0.005249	-0.004946	-0.005283	-0.005128	-0.005562	-0.005069	-0.005395	-0.005184	-0.005375
-0.013307	-0.013269	-0.013351	-0.013208	-0.013167	-0.013462	-0.013377	-0.012922	-0.013058	-0.013707	-0.013252	-0.01335
0.101575	0.101351	0.101515	0.101362	0.102007	0.101989	0.101387	0.102013	0.101417	0.10207	0.100998	0.102152
0.164759	0.164894	0.164972	0.163644	0.164829	0.163949	0.16473	0.164663	0.163342	0.164563	0.164278	0.164326
0.069405	0.069269	0.069832	0.069331	0.069613	0.069651	0.069495	0.069148	0.068813	0.069093	0.069416	0.069384
0.035966	0.035713	0.035509	0.03538	0.036333	0.03606	0.035687	0.035972	0.036122	0.03625	0.03581	0.036175
-0.03969	-0.039797	-0.039562	-0.039473	-0.039599	-0.039633	-0.03959	-0.039247	-0.039711	-0.039767	-0.0401	-0.039676
0.781515	0.784834	0.783001	0.777799	0.78173	0.781797	0.782293	0.782486	0.778772	0.783294	0.780653	0.784017
0.238162	0.238979	0.238741	0.236851	0.238441	0.237921	0.238066	0.237969	0.237175	0.238847	0.238223	0.239115
0.196922	0.197902	0.197291	0.195838	0.197282	0.197313	0.197149	0.197504	0.196233	0.197506	0.196683	0.197601
0.295499	0.296101	0.295515	0.29429	0.295682	0.295495	0.295951	0.296166	0.294754	0.29605	0.295006	0.296472
0.166895	0.167355	0.167122	0.166301	0.167013	0.167422	0.167248	0.167514	0.16668	0.167564	0.166838	0.167852
-0.443336	-0.444606	-0.443879	-0.441349	-0.442872	-0.443043	-0.443215	-0.443897	-0.441558	-0.443376	-0.442662	-0.44426
-0.061607	-0.061357	-0.061817	-0.061465	-0.061143	-0.061368	-0.06151	-0.062094	-0.060989	-0.061779	-0.061683	-0.061665
0.083114	0.083523	0.083259	0.083182	0.083186	0.083583	0.084071	0.083472	0.083485	0.08376	0.083385	0.083501
0.165415	0.165559	0.165322	0.164175	0.165521	0.1655	0.165099	0.165022	0.164488	0.165909	0.165071	0.16589
-0.522587	-0.524608	-0.523651	-0.520291	-0.523049	-0.522612	-0.523293	-0.523499	-0.520167	-0.523808	-0.522269	-0.524601
-0.520363	-0.522493	-0.521535	-0.5184	-0.521563	-0.521325	-0.521081	-0.52137	-0.520042	-0.521915	-0.520162	-0.521862
-0.037081	-0.037124	-0.036484	-0.037095	-0.037131	-0.037032	-0.036881	-0.037355	-0.037446	-0.037258	-0.037048	-0.037306
0.495384	0.49721	0.496218	0.492902	0.49589	0.495159	0.495457	0.496	0.493238	0.496208	0.494693	0.497168
0.221831	0.222462	0.22228	0.220565	0.221585	0.221809	0.222215	0.221587	0.220504	0.221901	0.22123	0.222619
-0.127431	-0.128006	-0.127736	-0.126892	-0.127139	-0.127263	-0.127623	-0.128034	-0.126695	-0.126969	-0.12701	-0.127686
-0.114695	-0.115114	-0.11515	-0.114005	-0.114164	-0.114844	-0.114948	-0.114886	-0.113986	-0.114342	-0.114621	-0.114714
0.069685	0.070427	0.069946	0.069521	0.069831	0.069599	0.069204	0.070315	0.068931	0.07055	0.069384	0.070124
0.180576	0.180797	0.180608	0.179854	0.18022	0.179924	0.180494	0.180704	0.180162	0.181023	0.180015	0.180993
-0.079282	-0.07918	-0.07947	-0.078569	-0.079139	-0.079205	-0.078676	-0.079292	-0.078924	-0.079414	-0.079132	-0.079305
-0.024439	-0.023961	-0.024702	-0.024163	-0.024213	-0.02429	-0.025082	-0.02469	-0.024934	-0.023743	-0.024173	-0.024068
0.58938	0.591338	0.590707	0.586461	0.589962	0.589847	0.589612	0.589981	0.587939	0.590977	0.588606	0.591542
0.117003	0.117053	0.116745	0.116774	0.116744	0.116742	0.117149	0.116737	0.116774	0.116732	0.116488	0.11716
0.241582	0.242412	0.242373	0.240619	0.242322	0.242163	0.242702	0.242339	0.24142	0.242493	0.241288	0.242768
0.157769	0.158005	0.157483	0.157173	0.157588	0.158085	0.156753	0.157343	0.157047	0.157317	0.156928	0.157444
0.003715	0.00342	0.004317	0.003252	0.004037	0.003897	0.003834	0.003247	0.003435	0.004109	0.003633	0.003491
0.058775	0.058146	0.058342	0.058001	0.058257	0.058033	0.058599	0.05806	0.057981	0.058147	0.058545	0.058113
0.327513	0.32842	0.328445	0.325827	0.328199	0.328238	0.328128	0.328334	0.326556	0.328738	0.327132	0.328521
0.363662	0.364029	0.363493	0.360955	0.362988	0.363327	0.36381	0.363492	0.361391	0.363689	0.362504	0.364275
0.000361	0.000315	0.00029	0.00027	0.000357	-0.000313	-0.000018	0.000354	0.000072	-0.000151	-0.000132	-0.000039
-0.074606	-0.074673	-0.074509	-0.074127	-0.0746	-0.074172	-0.074484	-0.074007	-0.074215	-0.074537	-0.07428	-0.074882
-0.628241	-0.630264	-0.629049	-0.625834	-0.6284	-0.628396	-0.628679	-0.629221	-0.625763	-0.629758	-0.627693	-0.630518
-0.335274	-0.33736	-0.335964	-0.334265	-0.335895	-0.335423	-0.335964	-0.335899	-0.334152	-0.336346	-0.334713	-0.336795
0.141254	0.141954	0.141306	0.140845	0.141886	0.141397	0.141165	0.141352	0.141307	0.142086	0.140754	0.142101
-0.319467	-0.320599	-0.320155	-0.318392	-0.319638	-0.320257	-0.320425	-0.320439	-0.319584	-0.32055	-0.319366	-0.32056
0.162445	0.163514	0.163045	0.161572	0.162767	0.162455	0.162809	0.163252	0.161978	0.163183	0.162613	0.16346
0.047587	0.048485	0.047686	0.047516	0.047631	0.047685	0.047597	0.048025	0.047579	0.047685	0.047866	0.047911
0.064191	0.064541	0.063974	0.063539	0.064379	0.064124	0.063875	0.064269	0.064067	0.064117	0.064003	0.064342
0.129924	0.129802	0.13009	0.129169	0.129728	0.129976	0.129237	0.129948	0.129093	0.129631	0.129603	0.130539
0.291647	0.292799	0.29197	0.290281	0.292105	0.292234	0.292059	0.292382	0.290811	0.292946	0.291491	0.292597
0.088631	0.089567	0.089088	0.088172	0.088703	0.088777	0.088723	0.089056	0.088262	0.088724	0.088899	0.088999
-0.002506	-0.002656	-0.002657	-0.002303	-0.002802	-0.002186	-0.002397	-0.002542	-0.002774	-0.002454	-0.002309	-0.00289
0.000755	0.000793	0.000819	0.000249	0.000842	0.000475	0.00083	0.000941	0.000824	0.000632	0.00099	0.000724
-0.092487	-0.092938	-0.092764	-0.092578	-0.092272	-0.092739	-0.092768	-0.093571	-0.093186	-0.092067	-0.0929	-0.093022
0.080936	0.080733	0.081175	0.080124	0.080443	0.080499	0.080397	0.080154	0.079608	0.080533	0.080956	0.080536
-0.154058	-0.154497	-0.154237	-0.152752	-0.154054	-0.15311	-0.153987	-0.153547	-0.153412	-0.15389	-0.153344	-0.154663
-0.534129	-0.536041	-0.535275	-0.531925	-0.534346	-0.533619	-0.534839	-0.534532	-0.532485	-0.535239	-0.533558	-0.535765
-0.457026	-0.458878	-0.458049	-0.45482	-0.457803	-0.457638	-0.457589	-0.457987	-0.456226	-0.458367	-0.456724	-0.458532
0.185435	0.18563	0.185415	0.184224	0.185095	0.185445	0.18552	0.185405	0.184953	0.185324	0.18461	0.185953
0.095095	0.095287	0.095316	0.094919	0.09528	0.095727	0.095685	0.095674	0.094793	0.095315	0.095203	0.095844
-0.364433	-0.366429	-0.364906	-0.363111	-0.365146	-0.364732	-0.36495	-0.365428	-0.363842	-0.365833	-0.364249	-0.366302
-0.233904	-0.23387	-0.234409	-0.232768	-0.233559	-0.23331	-0.233683	-0.234376	-0.23252	-0.234233	-0.233085	-0.234721
0.179346	0.179767	0.17998	0.178576	0.179223	0.179441	0.179178	0.179351	0.178295	0.179584	0.179087	0.179154
0.162231	0.162606	0.162664	0.161699	0.162634	0.163001	0.162243	0.162513	0.162452	0.162818	0.161761	0.162805
0.043768	0.043937	0.044474	0.044174	0.044221	0.044132	0.044295	0.044266	0.043791	0.04417	0.044171	0.044545
0.388559	0.390018	0.389288	0.386886	0.389046	0.388923	0.389156	0.389279	0.386955	0.38948	0.387682	0.390316
0.26712	0.268611	0.267468	0.266425	0.267196	0.267531	0.267593	0.268305	0.266449	0.2682	0.266612	0.26826
-0.022823	-0.022603	-0.022551	-0.022646	-0.023131	-0.022825	-0.022782	-0.022802	-0.022771	-0.022531	-0.022788	-0.02262
