0.179293	-0.255916	0.178862	0.015858	-0.705845	-0.215173	0.137267	-0.354585	0.040185	-0.005765	0.170059	0.33892
0.277165	0.160209	0.481174	0.287176	-0.309349	0.147734	0.597384	0.49152	1.319674	0.190206	-0.11054	0.305246
-0.370305	0.329212	-0.091624	0.833453	0.483116	-0.42114	-0.189891	-6.214638	-0.608118	1.174513	0.645779	-0.039829
0.214238	-0.974035	0.173729	-0.037919	0.151513	-0.540025	-0.084224	-0.646719	-0.287789	0.052578	0.411536	0.584443
1.064238	-0.205304	0.104269	-0.760876	0.351175	-0.714585	-0.195227	-0.069631	-0.547455	-0.092683	0.411241	0.434811
0.181057	-0.441975	0.363033	0.106033	-0.096628	-0.259393	-0.017909	-0.030968	-0.194051	0.42087	0.260805	0.417664
-0.035068	0.078456	0.078456	0.078456	0.550015	0.130205	0.141063	0.078456	-0.03439	-0.115205	0.058665	0.108405
-0.202257	0.070245	-0.360146	-0.184835	-0.433569	-0.530812	0.144915	-0.189364	-0.102344	-0.13489	-0.233757	-0.246191
0.683957	0.385135	0.580049	0.415418	-0.219297	-0.371011	0.007653	0.020155	0.2238	-0.144447	-0.041615	0.447696
0.423172	0.162343	-0.149068	-0.794027	0.215768	0.045383	0.424642	0.386135	0.547046	0.176891	0.303252	0.32532
0.233749	0.276681	-0.252029	-0.013724	-0.112959	-0.40255	0.662592	0.068235	0.073392	0.361111	0.127204	0.23801
0.002006	0.304781	0.446546	0.196567	-0.68937	0.059497	1.310619	0.099492	0.503475	0.212625	-0.158459	0.106146
-0.512261	-0.305106	-1.211441	-2.88766	0.447993	0.807718	0.61924	-0.201265	-0.63883	-0.78058	1.099008	-0.117457
0.052101	-0.165639	0.239621	-0.362333	-0.452068	-0.459428	0.228388	-0.124508	-0.015344	0.244393	-0.236757	0.417044
0.307107	-0.062714	0.049526	0.033626	0.063836	-0.113754	0.321417	-0.104105	-0.070672	0.115404	0.290897	0.194415
0.187586	0.380633	0.397185	0.380411	-0.452465	-0.336068	0.448055	0.265562	0.29495	0.30323	0.148392	0.43223
0.18509	-0.022923	0.245118	0.055047	-0.377039	-0.297484	0.247393	0.079355	0.090547	0.040178	0.149251	0.207004
0.090562	0.279699	0.152935	0.217587	-0.66208	-0.08814	0.505725	-0.346477	-0.096941	0.205822	0.202527	0.203732
-0.05753	0.352325	-0.047824	0.122869	-0.442375	-0.334959	0.11244	0.185195	0.195241	-0.205317	-0.410244	-0.04108
1.848788	0.15999	1.333438	0.335513	-0.363365	0.766531	0.573622	-0.55098	0.450297	0.5826	1.516129	0.700127
0.138171	0.227401	0.40602	0.633168	0.342467	-0.42721	0.415243	0.243227	0.291464	0.157209	0.005894	0.444855
-0.179037	0.071868	0.859678	0.336677	-0.618776	-0.43962	0.548735	0.067428	0.120622	0.698168	-0.165359	0.620715
0.844175	0.239374	0.240803	0.315815	-0.246295	-0.418832	0.086523	0.11987	0.052958	0.001913	0.7721	0.745791
0.325667	-0.277817	0.331856	0.049709	0.164623	-0.047202	0.290238	-0.28583	-0.140834	0.413734	0.490844	0.652806
-0.27821	-0.021758	-0.300302	-0.027321	-0.590099	-0.633553	-0.23776	-0.566311	-0.361055	-0.370103	-0.423181	-0.833407
0.173596	-0.204272	-0.144068	-0.19918	0.186908	-0.137547	-0.118451	-0.413187	-0.339613	-0.076976	0.371284	0.093168
-1.877383	0.20324	1.225007	0.499994	-0.107676	0.877353	1.65684	-0.724892	2.072088	-0.000704	-1.302532	0.615685
-0.209575	0.127162	0.638924	0.291142	0.022001	-0.038174	0.600115	0.445296	0.758141	0.220968	0.019047	0.462402
0.754267	0.294093	-0.468561	0.489046	-2.978284	-0.120796	-0.960029	-0.149514	-1.215553	-0.855297	1.053522	0.856332
-0.595793	0.25429	-0.432398	-0.559783	-2.420766	0.854416	1.358906	-0.826362	-0.662195	-0.286821	1.751057	-0.633128
0.188848	0.283194	0.256558	0.314727	0.104489	-0.266664	0.090533	-0.024551	0.088013	-0.141853	-0.397069	0.101563
0.925949	-0.075962	1.000134	0.758587	0.869163	0.349945	0.734596	-0.08485	-0.005109	-0.05744	0.416013	0.644911
-0.15466	0.161277	0.216548	-0.00364	0.23612	0.417816	0.109225	-0.093899	-0.27515	-0.362832	-1.013746	0.337539
-0.296709	0.571201	0.103251	0.216969	-0.255643	0.176573	1.196359	0.538518	0.548069	0.214089	-0.407329	-0.58958
-0.238982	0.278344	-0.357263	0.068475	-0.670589	-0.100019	0.462493	0.108655	0.423492	-0.025556	-0.460343	0.076696
